국적,목적,YearMonth,Headcount
미  국,상용,2020-06-01,44
미  국,공용,2020-06-01,394
미  국,유학연수,2020-06-01,8
미  국,기타,2020-06-01,5485
에콰도르,관광,2020-06-01,0
에콰도르,상용,2020-06-01,0
에콰도르,공용,2020-06-01,0
에콰도르,유학연수,2020-06-01,0
에콰도르,기타,2020-06-01,5
쿠  바,관광,2020-06-01,0
쿠  바,상용,2020-06-01,0
쿠  바,공용,2020-06-01,0
쿠  바,유학연수,2020-06-01,0
쿠  바,기타,2020-06-01,0
캐나다,관광,2020-06-01,114
캐나다,상용,2020-06-01,14
캐나다,공용,2020-06-01,1
캐나다,유학연수,2020-06-01,2
캐나다,기타,2020-06-01,796
브라질,관광,2020-06-01,3
브라질,상용,2020-06-01,1
브라질,공용,2020-06-01,0
브라질,유학연수,2020-06-01,3
브라질,기타,2020-06-01,40
멕시코,관광,2020-06-01,21
멕시코,상용,2020-06-01,1
멕시코,공용,2020-06-01,2
멕시코,유학연수,2020-06-01,1
멕시코,기타,2020-06-01,71
칠  레,관광,2020-06-01,1
칠  레,상용,2020-06-01,0
칠  레,공용,2020-06-01,0
칠  레,유학연수,2020-06-01,0
칠  레,기타,2020-06-01,3
아르헨티나,관광,2020-06-01,0
아르헨티나,상용,2020-06-01,0
아르헨티나,공용,2020-06-01,0
아르헨티나,유학연수,2020-06-01,0
아르헨티나,기타,2020-06-01,10
콜롬비아,관광,2020-06-01,0
콜롬비아,상용,2020-06-01,0
콜롬비아,공용,2020-06-01,35
콜롬비아,유학연수,2020-06-01,1
콜롬비아,기타,2020-06-01,13
페  루,관광,2020-06-01,0
페  루,상용,2020-06-01,0
페  루,공용,2020-06-01,2
페  루,유학연수,2020-06-01,1
페  루,기타,2020-06-01,0
베네수엘라,관광,2020-06-01,2
베네수엘라,상용,2020-06-01,0
베네수엘라,공용,2020-06-01,0
베네수엘라,유학연수,2020-06-01,0
베네수엘라,기타,2020-06-01,7
미 주 기타,관광,2020-06-01,1
미 주 기타,상용,2020-06-01,2
미 주 기타,공용,2020-06-01,0
미 주 기타,유학연수,2020-06-01,1
미 주 기타,기타,2020-06-01,30
구 주,관광,2020-06-01,1468
구 주,상용,2020-06-01,161
구 주,공용,2020-06-01,12
구 주,유학연수,2020-06-01,45
구 주,기타,2020-06-01,5434
러시아(연방),관광,2020-06-01,122
러시아(연방),상용,2020-06-01,2
러시아(연방),공용,2020-06-01,1
러시아(연방),유학연수,2020-06-01,4
러시아(연방),기타,2020-06-01,1947
폴란드,관광,2020-06-01,56
폴란드,상용,2020-06-01,6
폴란드,공용,2020-06-01,0
폴란드,유학연수,2020-06-01,1
폴란드,기타,2020-06-01,149
덴마크,관광,2020-06-01,17
덴마크,상용,2020-06-01,1
덴마크,공용,2020-06-01,0
덴마크,유학연수,2020-06-01,1
덴마크,기타,2020-06-01,38
그리스,관광,2020-06-01,106
그리스,상용,2020-06-01,6
그리스,공용,2020-06-01,0
그리스,유학연수,2020-06-01,0
그리스,기타,2020-06-01,95
스위스,관광,2020-06-01,1
스위스,상용,2020-06-01,0
스위스,공용,2020-06-01,0
스위스,유학연수,2020-06-01,5
스위스,기타,2020-06-01,21
노르웨이,관광,2020-06-01,1
노르웨이,상용,2020-06-01,1
노르웨이,공용,2020-06-01,1
노르웨이,유학연수,2020-06-01,1
노르웨이,기타,2020-06-01,40
스페인,관광,2020-06-01,2
스페인,상용,2020-06-01,3
스페인,공용,2020-06-01,0
스페인,유학연수,2020-06-01,0
스페인,기타,2020-06-01,46
루마니아,관광,2020-06-01,61
루마니아,상용,2020-06-01,2
루마니아,공용,2020-06-01,0
루마니아,유학연수,2020-06-01,0
루마니아,기타,2020-06-01,99
벨기에,관광,2020-06-01,7
벨기에,상용,2020-06-01,2
벨기에,공용,2020-06-01,3
벨기에,유학연수,2020-06-01,1
벨기에,기타,2020-06-01,79
독  일,관광,2020-06-01,34
독  일,상용,2020-06-01,59
독  일,공용,2020-06-01,2
독  일,유학연수,2020-06-01,3
독  일,기타,2020-06-01,700
영  국,관광,2020-06-01,245
영  국,상용,2020-06-01,32
영  국,공용,2020-06-01,2
영  국,유학연수,2020-06-01,4
영  국,기타,2020-06-01,150
프랑스,관광,2020-06-01,15
프랑스,상용,2020-06-01,14
프랑스,공용,2020-06-01,1
프랑스,유학연수,2020-06-01,8
프랑스,기타,2020-06-01,294
네덜란드,관광,2020-06-01,21
네덜란드,상용,2020-06-01,6
네덜란드,공용,2020-06-01,0
네덜란드,유학연수,2020-06-01,4
네덜란드,기타,2020-06-01,655
우크라이나,관광,2020-06-01,507
우크라이나,상용,2020-06-01,6
우크라이나,공용,2020-06-01,0
우크라이나,유학연수,2020-06-01,1
우크라이나,기타,2020-06-01,348
이탈리아,관광,2020-06-01,30
이탈리아,상용,2020-06-01,7
이탈리아,공용,2020-06-01,0
이탈리아,유학연수,2020-06-01,1
이탈리아,기타,2020-06-01,187
불가리아,관광,2020-06-01,22
불가리아,상용,2020-06-01,0
불가리아,공용,2020-06-01,0
불가리아,유학연수,2020-06-01,1
불가리아,기타,2020-06-01,26
스웨덴,관광,2020-06-01,11
스웨덴,상용,2020-06-01,1
스웨덴,공용,2020-06-01,2
스웨덴,유학연수,2020-06-01,6
스웨덴,기타,2020-06-01,19
구 주 기타,관광,2020-06-01,210
구 주 기타,상용,2020-06-01,13
구 주 기타,공용,2020-06-01,0
구 주 기타,유학연수,2020-06-01,4
구 주 기타,기타,2020-06-01,541
대양주,관광,2020-06-01,30
대양주,상용,2020-06-01,9
대양주,공용,2020-06-01,0
대양주,유학연수,2020-06-01,2
대양주,기타,2020-06-01,167
오스트레일리아,관광,2020-06-01,23
오스트레일리아,상용,2020-06-01,6
오스트레일리아,공용,2020-06-01,0
오스트레일리아,유학연수,2020-06-01,1
오스트레일리아,기타,2020-06-01,81
뉴질랜드,관광,2020-06-01,3
뉴질랜드,상용,2020-06-01,3
뉴질랜드,공용,2020-06-01,0
뉴질랜드,유학연수,2020-06-01,1
뉴질랜드,기타,2020-06-01,65
키리바시,관광,2020-06-01,0
키리바시,공용,2020-06-01,0
키리바시,유학연수,2020-06-01,0
키리바시,기타,2020-06-01,9
피  지,관광,2020-06-01,0
피  지,공용,2020-06-01,0
피  지,유학연수,2020-06-01,0
피  지,기타,2020-06-01,1
대양주 기타,관광,2020-06-01,4
대양주 기타,상용,2020-06-01,0
대양주 기타,공용,2020-06-01,0
대양주 기타,유학연수,2020-06-01,0
대양주 기타,기타,2020-06-01,11
아프리카주,관광,2020-06-01,10
아프리카주,상용,2020-06-01,3
아프리카주,공용,2020-06-01,5
아프리카주,유학연수,2020-06-01,5
아프리카주,기타,2020-06-01,219
남아프리카 공화국,관광,2020-06-01,2
남아프리카 공화국,상용,2020-06-01,0
남아프리카 공화국,공용,2020-06-01,0
남아프리카 공화국,유학연수,2020-06-01,1
남아프리카 공화국,기타,2020-06-01,58
나이지리아,관광,2020-06-01,0
나이지리아,상용,2020-06-01,0
나이지리아,공용,2020-06-01,0
나이지리아,유학연수,2020-06-01,0
나이지리아,기타,2020-06-01,8
이집트,관광,2020-06-01,1
이집트,상용,2020-06-01,1
이집트,공용,2020-06-01,0
이집트,유학연수,2020-06-01,0
이집트,기타,2020-06-01,28
아프리카주 기타,관광,2020-06-01,7
아프리카주 기타,상용,2020-06-01,2
아프리카주 기타,공용,2020-06-01,5
아프리카주 기타,유학연수,2020-06-01,4
아프리카주 기타,기타,2020-06-01,125
기 타,관광,2020-06-01,3
기 타,상용,2020-06-01,0
기 타,공용,2020-06-01,0
기 타,유학연수,2020-06-01,0
기 타,기타,2020-06-01,882
교포,기타,2020-06-01,882
미상,관광,2020-06-01,3
미상,상용,2020-06-01,0
미상,공용,2020-06-01,0
미상,유학연수,2020-06-01,0
미상,기타,2020-06-01,0
전 체, ,2020-06-01,36938
전 체, ,2020-06-01,0
아시아주,관광,2020-07-01,7340
아시아주,상용,2020-07-01,481
아시아주,공용,2020-07-01,88
아시아주,유학연수,2020-07-01,1280
아시아주,기타,2020-07-01,26806
일  본,관광,2020-07-01,44
일  본,상용,2020-07-01,107
일  본,공용,2020-07-01,30
일  본,유학연수,2020-07-01,29
일  본,기타,2020-07-01,545
인  도,관광,2020-07-01,1256
인  도,상용,2020-07-01,28
인  도,공용,2020-07-01,3
인  도,유학연수,2020-07-01,31
인  도,기타,2020-07-01,2376
베트남,관광,2020-07-01,157
베트남,상용,2020-07-01,4
베트남,공용,2020-07-01,1
베트남,유학연수,2020-07-01,394
베트남,기타,2020-07-01,504
미얀마,관광,2020-07-01,951
미얀마,상용,2020-07-01,0
미얀마,공용,2020-07-01,0
미얀마,유학연수,2020-07-01,6
미얀마,기타,2020-07-01,2846
몽  골,관광,2020-07-01,12
몽  골,상용,2020-07-01,2
몽  골,공용,2020-07-01,7
몽  골,유학연수,2020-07-01,46
몽  골,기타,2020-07-01,14
스리랑카,관광,2020-07-01,84
스리랑카,상용,2020-07-01,1
스리랑카,공용,2020-07-01,0
스리랑카,유학연수,2020-07-01,2
스리랑카,기타,2020-07-01,239
파키스탄,관광,2020-07-01,10
파키스탄,상용,2020-07-01,13
파키스탄,공용,2020-07-01,1
파키스탄,유학연수,2020-07-01,13
파키스탄,기타,2020-07-01,88
방글라데시,관광,2020-07-01,65
방글라데시,상용,2020-07-01,4
방글라데시,공용,2020-07-01,1
방글라데시,유학연수,2020-07-01,23
방글라데시,기타,2020-07-01,152
중  국,관광,2020-07-01,258
중  국,상용,2020-07-01,236
중  국,공용,2020-07-01,2
중  국,유학연수,2020-07-01,617
중  국,기타,2020-07-01,8625
대  만,관광,2020-07-01,47
대  만,상용,2020-07-01,34
대  만,공용,2020-07-01,2
대  만,유학연수,2020-07-01,27
대  만,기타,2020-07-01,195
필리핀,관광,2020-07-01,2883
필리핀,상용,2020-07-01,6
필리핀,공용,2020-07-01,28
필리핀,유학연수,2020-07-01,4
필리핀,기타,2020-07-01,7245
홍  콩,관광,2020-07-01,15
홍  콩,상용,2020-07-01,8
홍  콩,공용,2020-07-01,0
홍  콩,유학연수,2020-07-01,14
홍  콩,기타,2020-07-01,41
태  국,관광,2020-07-01,189
태  국,상용,2020-07-01,6
태  국,공용,2020-07-01,1
태  국,유학연수,2020-07-01,8
태  국,기타,2020-07-01,405
말레이시아,관광,2020-07-01,12
말레이시아,상용,2020-07-01,6
말레이시아,공용,2020-07-01,0
말레이시아,유학연수,2020-07-01,7
말레이시아,기타,2020-07-01,111
싱가포르,관광,2020-07-01,1
싱가포르,상용,2020-07-01,11
싱가포르,공용,2020-07-01,0
싱가포르,유학연수,2020-07-01,0
싱가포르,기타,2020-07-01,32
인도네시아,관광,2020-07-01,1347
인도네시아,상용,2020-07-01,6
인도네시아,공용,2020-07-01,2
인도네시아,유학연수,2020-07-01,21
인도네시아,기타,2020-07-01,2713
아시아주 기타,관광,2020-07-01,9
아시아주 기타,상용,2020-07-01,9
아시아주 기타,공용,2020-07-01,10
아시아주 기타,유학연수,2020-07-01,38
아시아주 기타,기타,2020-07-01,675
중 동,관광,2020-07-01,122
중 동,상용,2020-07-01,42
중 동,공용,2020-07-01,17
중 동,유학연수,2020-07-01,119
중 동,기타,2020-07-01,1440
우즈베키스탄,관광,2020-07-01,8
우즈베키스탄,상용,2020-07-01,7
우즈베키스탄,공용,2020-07-01,0
우즈베키스탄,유학연수,2020-07-01,66
우즈베키스탄,기타,2020-07-01,688
터  키,관광,2020-07-01,55
터  키,상용,2020-07-01,5
터  키,공용,2020-07-01,2
터  키,유학연수,2020-07-01,1
터  키,기타,2020-07-01,208
이스라엘,관광,2020-07-01,1
이스라엘,상용,2020-07-01,1
이스라엘,공용,2020-07-01,0
이스라엘,유학연수,2020-07-01,0
이스라엘,기타,2020-07-01,3
이  란,관광,2020-07-01,0
이  란,상용,2020-07-01,2
이  란,공용,2020-07-01,0
이  란,유학연수,2020-07-01,3
이  란,기타,2020-07-01,7
카자흐스탄,관광,2020-07-01,27
카자흐스탄,상용,2020-07-01,0
카자흐스탄,공용,2020-07-01,0
카자흐스탄,유학연수,2020-07-01,7
카자흐스탄,기타,2020-07-01,367
요르단,관광,2020-07-01,4
요르단,상용,2020-07-01,14
요르단,공용,2020-07-01,0
요르단,유학연수,2020-07-01,2
요르단,기타,2020-07-01,22
사우디아라비아,관광,2020-07-01,4
사우디아라비아,상용,2020-07-01,0
사우디아라비아,공용,2020-07-01,1
사우디아라비아,유학연수,2020-07-01,10
사우디아라비아,기타,2020-07-01,12
이라크,관광,2020-07-01,2
이라크,상용,2020-07-01,7
이라크,공용,2020-07-01,0
이라크,유학연수,2020-07-01,2
이라크,기타,2020-07-01,9
중 동 기타,관광,2020-07-01,21
중 동 기타,상용,2020-07-01,6
중 동 기타,공용,2020-07-01,14
중 동 기타,유학연수,2020-07-01,28
중 동 기타,기타,2020-07-01,124
미 주,관광,2020-07-01,3962
미 주,상용,2020-07-01,79
미 주,공용,2020-07-01,1110
미 주,유학연수,2020-07-01,39
미 주,기타,2020-07-01,7923
미  국,관광,2020-07-01,3823
미  국,상용,2020-07-01,53
미  국,공용,2020-07-01,1092
미  국,유학연수,2020-07-01,28
미  국,기타,2020-07-01,6926
에콰도르,관광,2020-07-01,0
에콰도르,상용,2020-07-01,0
에콰도르,공용,2020-07-01,0
에콰도르,유학연수,2020-07-01,1
에콰도르,기타,2020-07-01,5
쿠  바,관광,2020-07-01,0
쿠  바,상용,2020-07-01,0
쿠  바,공용,2020-07-01,0
쿠  바,유학연수,2020-07-01,0
쿠  바,기타,2020-07-01,0
캐나다,관광,2020-07-01,97
캐나다,상용,2020-07-01,19
캐나다,공용,2020-07-01,1
캐나다,유학연수,2020-07-01,4
캐나다,기타,2020-07-01,727
브라질,관광,2020-07-01,1
브라질,상용,2020-07-01,4
브라질,공용,2020-07-01,4
브라질,유학연수,2020-07-01,1
브라질,기타,2020-07-01,52
멕시코,관광,2020-07-01,28
멕시코,상용,2020-07-01,0
멕시코,공용,2020-07-01,0
멕시코,유학연수,2020-07-01,2
멕시코,기타,2020-07-01,121
칠  레,관광,2020-07-01,2
칠  레,상용,2020-07-01,0
칠  레,공용,2020-07-01,0
칠  레,유학연수,2020-07-01,0
칠  레,기타,2020-07-01,19
아르헨티나,관광,2020-07-01,0
아르헨티나,상용,2020-07-01,0
아르헨티나,공용,2020-07-01,0
아르헨티나,유학연수,2020-07-01,0
아르헨티나,기타,2020-07-01,7
콜롬비아,관광,2020-07-01,0
콜롬비아,상용,2020-07-01,0
콜롬비아,공용,2020-07-01,6
콜롬비아,유학연수,2020-07-01,0
콜롬비아,기타,2020-07-01,14
페  루,관광,2020-07-01,0
페  루,상용,2020-07-01,1
페  루,공용,2020-07-01,6
페  루,유학연수,2020-07-01,0
페  루,기타,2020-07-01,5
베네수엘라,관광,2020-07-01,5
베네수엘라,상용,2020-07-01,0
베네수엘라,공용,2020-07-01,0
베네수엘라,유학연수,2020-07-01,0
베네수엘라,기타,2020-07-01,12
미 주 기타,관광,2020-07-01,6
미 주 기타,상용,2020-07-01,2
미 주 기타,공용,2020-07-01,1
미 주 기타,유학연수,2020-07-01,3
미 주 기타,기타,2020-07-01,35
구 주,관광,2020-07-01,1212
구 주,상용,2020-07-01,188
구 주,공용,2020-07-01,53
구 주,유학연수,2020-07-01,53
구 주,기타,2020-07-01,6833
러시아(연방),관광,2020-07-01,133
러시아(연방),상용,2020-07-01,9
러시아(연방),공용,2020-07-01,1
러시아(연방),유학연수,2020-07-01,7
러시아(연방),기타,2020-07-01,1854
폴란드,관광,2020-07-01,43
폴란드,상용,2020-07-01,5
폴란드,공용,2020-07-01,2
폴란드,유학연수,2020-07-01,2
폴란드,기타,2020-07-01,267
덴마크,관광,2020-07-01,21
덴마크,상용,2020-07-01,2
덴마크,공용,2020-07-01,0
덴마크,유학연수,2020-07-01,6
덴마크,기타,2020-07-01,66
그리스,관광,2020-07-01,46
그리스,상용,2020-07-01,14
그리스,공용,2020-07-01,1
그리스,유학연수,2020-07-01,0
그리스,기타,2020-07-01,90
스위스,관광,2020-07-01,8
스위스,상용,2020-07-01,2
스위스,공용,2020-07-01,0
스위스,유학연수,2020-07-01,3
스위스,기타,2020-07-01,28
노르웨이,관광,2020-07-01,2
노르웨이,상용,2020-07-01,0
노르웨이,공용,2020-07-01,0
노르웨이,유학연수,2020-07-01,0
노르웨이,기타,2020-07-01,30
스페인,관광,2020-07-01,1
스페인,상용,2020-07-01,3
스페인,공용,2020-07-01,5
스페인,유학연수,2020-07-01,1
스페인,기타,2020-07-01,66
루마니아,관광,2020-07-01,62
루마니아,상용,2020-07-01,3
루마니아,공용,2020-07-01,0
루마니아,유학연수,2020-07-01,1
루마니아,기타,2020-07-01,162
벨기에,관광,2020-07-01,4
벨기에,상용,2020-07-01,4
벨기에,공용,2020-07-01,0
벨기에,유학연수,2020-07-01,2
벨기에,기타,2020-07-01,80
독  일,관광,2020-07-01,31
독  일,상용,2020-07-01,46
독  일,공용,2020-07-01,10
독  일,유학연수,2020-07-01,6
독  일,기타,2020-07-01,989
영  국,관광,2020-07-01,340
영  국,상용,2020-07-01,12
영  국,공용,2020-07-01,5
영  국,유학연수,2020-07-01,4
영  국,기타,2020-07-01,271
프랑스,관광,2020-07-01,35
프랑스,상용,2020-07-01,41
프랑스,공용,2020-07-01,10
프랑스,유학연수,2020-07-01,11
프랑스,기타,2020-07-01,574
네덜란드,관광,2020-07-01,11
네덜란드,상용,2020-07-01,8
네덜란드,공용,2020-07-01,1
네덜란드,유학연수,2020-07-01,1
네덜란드,기타,2020-07-01,724
우크라이나,관광,2020-07-01,352
우크라이나,상용,2020-07-01,3
우크라이나,공용,2020-07-01,2
우크라이나,유학연수,2020-07-01,0
우크라이나,기타,2020-07-01,803
이탈리아,관광,2020-07-01,7
이탈리아,상용,2020-07-01,12
이탈리아,공용,2020-07-01,2
이탈리아,유학연수,2020-07-01,3
이탈리아,기타,2020-07-01,112
불가리아,관광,2020-07-01,12
불가리아,상용,2020-07-01,0
불가리아,공용,2020-07-01,0
불가리아,유학연수,2020-07-01,0
불가리아,기타,2020-07-01,95
스웨덴,관광,2020-07-01,2
스웨덴,상용,2020-07-01,3
스웨덴,공용,2020-07-01,5
스웨덴,유학연수,2020-07-01,1
스웨덴,기타,2020-07-01,22
구 주 기타,관광,2020-07-01,102
구 주 기타,상용,2020-07-01,21
구 주 기타,공용,2020-07-01,9
구 주 기타,유학연수,2020-07-01,5
구 주 기타,기타,2020-07-01,600
대양주,관광,2020-07-01,62
대양주,상용,2020-07-01,6
대양주,공용,2020-07-01,23
대양주,유학연수,2020-07-01,4
대양주,기타,2020-07-01,344
오스트레일리아,관광,2020-07-01,33
오스트레일리아,상용,2020-07-01,5
오스트레일리아,공용,2020-07-01,20
오스트레일리아,유학연수,2020-07-01,0
오스트레일리아,기타,2020-07-01,147
뉴질랜드,관광,2020-07-01,6
뉴질랜드,상용,2020-07-01,1
뉴질랜드,공용,2020-07-01,1
뉴질랜드,유학연수,2020-07-01,1
뉴질랜드,기타,2020-07-01,108
키리바시,관광,2020-07-01,1
키리바시,공용,2020-07-01,0
키리바시,유학연수,2020-07-01,0
키리바시,기타,2020-07-01,30
피  지,관광,2020-07-01,0
피  지,공용,2020-07-01,2
피  지,유학연수,2020-07-01,3
