국적,목적,연도,월,분기,계절,입국자수
태국,관광,2013,12,4,겨울,2910
태국,상용,2013,12,4,겨울,2185
태국,공용,2013,12,4,겨울,1481
태국,기타,2013,12,4,겨울,1457
중국,관광,2014,1,1,봄,6880
중국,상용,2014,1,1,봄,5177
중국,공용,2014,1,1,봄,3497
중국,기타,2014,1,1,봄,3456
일본,관광,2014,1,1,봄,4576
일본,상용,2014,1,1,봄,3536
일본,공용,2014,1,1,봄,2251
일본,기타,2014,1,1,봄,2298
미국,관광,2014,1,1,봄,3448
미국,상용,2014,1,1,봄,2626
미국,공용,2014,1,1,봄,1726
미국,기타,2014,1,1,봄,1690
베트남,관광,2014,1,1,봄,2242
베트남,상용,2014,1,1,봄,1684
베트남,공용,2014,1,1,봄,1221
베트남,기타,2014,1,1,봄,1258
태국,관광,2014,1,1,봄,2355
태국,상용,2014,1,1,봄,1798
태국,공용,2014,1,1,봄,1163
태국,기타,2014,1,1,봄,1143
중국,관광,2014,2,1,봄,7463
중국,상용,2014,2,1,봄,5567
중국,공용,2014,2,1,봄,3559
중국,기타,2014,2,1,봄,3691
일본,관광,2014,2,1,봄,4982
일본,상용,2014,2,1,봄,3684
일본,공용,2014,2,1,봄,2597
일본,기타,2014,2,1,봄,2463
미국,관광,2014,2,1,봄,3795
미국,상용,2014,2,1,봄,2815
미국,공용,2014,2,1,봄,1829
미국,기타,2014,2,1,봄,1899
베트남,관광,2014,2,1,봄,2483
베트남,상용,2014,2,1,봄,1890
베트남,공용,2014,2,1,봄,1222
베트남,기타,2014,2,1,봄,1223
태국,관광,2014,2,1,봄,2458
태국,상용,2014,2,1,봄,1831
태국,공용,2014,2,1,봄,1197
태국,기타,2014,2,1,봄,1237
중국,관광,2014,3,1,봄,9076
중국,상용,2014,3,1,봄,6847
중국,공용,2014,3,1,봄,4736
중국,기타,2014,3,1,봄,4563
일본,관광,2014,3,1,봄,6095
일본,상용,2014,3,1,봄,4517
일본,공용,2014,3,1,봄,2971
일본,기타,2014,3,1,봄,3071
미국,관광,2014,3,1,봄,4577
미국,상용,2014,3,1,봄,3466
미국,공용,2014,3,1,봄,2317
미국,기타,2014,3,1,봄,2262
베트남,관광,2014,3,1,봄,2941
베트남,상용,2014,3,1,봄,2218
베트남,공용,2014,3,1,봄,1562
베트남,기타,2014,3,1,봄,1511
태국,관광,2014,3,1,봄,3111
태국,상용,2014,3,1,봄,2346
태국,공용,2014,3,1,봄,1556
태국,기타,2014,3,1,봄,1482
중국,관광,2014,4,2,여름,9462
중국,상용,2014,4,2,여름,7186
중국,공용,2014,4,2,여름,4718
중국,기타,2014,4,2,여름,4609
일본,관광,2014,4,2,여름,6393
일본,상용,2014,4,2,여름,4819
일본,공용,2014,4,2,여름,3295
일본,기타,2014,4,2,여름,3149
미국,관광,2014,4,2,여름,4832
미국,상용,2014,4,2,여름,3554
미국,공용,2014,4,2,여름,2401
미국,기타,2014,4,2,여름,2339
베트남,관광,2014,4,2,여름,3209
베트남,상용,2014,4,2,여름,2426
베트남,공용,2014,4,2,여름,1627
베트남,기타,2014,4,2,여름,1556
태국,관광,2014,4,2,여름,3210
태국,상용,2014,4,2,여름,2391
태국,공용,2014,4,2,여름,1576
태국,기타,2014,4,2,여름,1557
중국,관광,2014,5,2,여름,8606
중국,상용,2014,5,2,여름,6510
중국,공용,2014,5,2,여름,4338
중국,기타,2014,5,2,여름,4361
일본,관광,2014,5,2,여름,5945
일본,상용,2014,5,2,여름,4350
일본,공용,2014,5,2,여름,2938
일본,기타,2014,5,2,여름,2896
미국,관광,2014,5,2,여름,4464
미국,상용,2014,5,2,여름,3271
미국,공용,2014,5,2,여름,2173
미국,기타,2014,5,2,여름,2190
베트남,관광,2014,5,2,여름,2897
베트남,상용,2014,5,2,여름,2092
베트남,공용,2014,5,2,여름,1493
베트남,기타,2014,5,2,여름,1413
태국,관광,2014,5,2,여름,2945
태국,상용,2014,5,2,여름,2185
태국,공용,2014,5,2,여름,1345
태국,기타,2014,5,2,여름,1492
중국,관광,2014,6,2,여름,8046
중국,상용,2014,6,2,여름,6289
중국,공용,2014,6,2,여름,4118
중국,기타,2014,6,2,여름,4123
일본,관광,2014,6,2,여름,5525
일본,상용,2014,6,2,여름,4098
일본,공용,2014,6,2,여름,2735
일본,기타,2014,6,2,여름,2770
미국,관광,2014,6,2,여름,4091
미국,상용,2014,6,2,여름,3092
미국,공용,2014,6,2,여름,2102
미국,기타,2014,6,2,여름,2042
베트남,관광,2014,6,2,여름,2644
베트남,상용,2014,6,2,여름,2141
베트남,공용,2014,6,2,여름,1382
베트남,기타,2014,6,2,여름,1360
태국,관광,2014,6,2,여름,2764
태국,상용,2014,6,2,여름,1997
태국,공용,2014,6,2,여름,1480
태국,기타,2014,6,2,여름,1388
중국,관광,2014,7,3,가을,8750
중국,상용,2014,7,3,가을,6542
중국,공용,2014,7,3,가을,4365
중국,기타,2014,7,3,가을,4332
일본,관광,2014,7,3,가을,5833
일본,상용,2014,7,3,가을,4373
일본,공용,2014,7,3,가을,2870
일본,기타,2014,7,3,가을,2986
미국,관광,2014,7,3,가을,4384
미국,상용,2014,7,3,가을,3204
미국,공용,2014,7,3,가을,2172
미국,기타,2014,7,3,가을,2191
베트남,관광,2014,7,3,가을,2873
베트남,상용,2014,7,3,가을,2132
베트남,공용,2014,7,3,가을,1414
베트남,기타,2014,7,3,가을,1442
태국,관광,2014,7,3,가을,2892
태국,상용,2014,7,3,가을,2240
태국,공용,2014,7,3,가을,1454
태국,기타,2014,7,3,가을,1438
중국,관광,2014,8,3,가을,9878
중국,상용,2014,8,3,가을,7548
중국,공용,2014,8,3,가을,5144
중국,기타,2014,8,3,가을,4968
일본,관광,2014,8,3,가을,6594
일본,상용,2014,8,3,가을,5053
일본,공용,2014,8,3,가을,3316
일본,기타,2014,8,3,가을,3359
미국,관광,2014,8,3,가을,5070
미국,상용,2014,8,3,가을,3831
미국,공용,2014,8,3,가을,2611
미국,기타,2014,8,3,가을,2476
베트남,관광,2014,8,3,가을,3317
베트남,상용,2014,8,3,가을,2493
베트남,공용,2014,8,3,가을,1633
베트남,기타,2014,8,3,가을,1643
태국,관광,2014,8,3,가을,3272
태국,상용,2014,8,3,가을,2487
태국,공용,2014,8,3,가을,1677
태국,기타,2014,8,3,가을,1620
중국,관광,2014,9,3,가을,9181
중국,상용,2014,9,3,가을,6900
중국,공용,2014,9,3,가을,4568
중국,기타,2014,9,3,가을,4606
일본,관광,2014,9,3,가을,5881
일본,상용,2014,9,3,가을,4568
일본,공용,2014,9,3,가을,3081
일본,기타,2014,9,3,가을,3097
미국,관광,2014,9,3,가을,4559
미국,상용,2014,9,3,가을,3406
미국,공용,2014,9,3,가을,2312
미국,기타,2014,9,3,가을,2344
베트남,관광,2014,9,3,가을,2941
베트남,상용,2014,9,3,가을,2272
베트남,공용,2014,9,3,가을,1486
베트남,기타,2014,9,3,가을,1529
태국,관광,2014,9,3,가을,3011
태국,상용,2014,9,3,가을,2342
태국,공용,2014,9,3,가을,1484
태국,기타,2014,9,3,가을,1499
중국,관광,2014,10,4,겨울,10432
중국,상용,2014,10,4,겨울,7733
중국,공용,2014,10,4,겨울,5367
중국,기타,2014,10,4,겨울,5145
일본,관광,2014,10,4,겨울,6951
일본,상용,2014,10,4,겨울,5108
일본,공용,2014,10,4,겨울,3441
일본,기타,2014,10,4,겨울,3325
미국,관광,2014,10,4,겨울,5281
미국,상용,2014,10,4,겨울,3909
미국,공용,2014,10,4,겨울,2600
미국,기타,2014,10,4,겨울,2655
베트남,관광,2014,10,4,겨울,3527
베트남,상용,2014,10,4,겨울,2600
베트남,공용,2014,10,4,겨울,1737
베트남,기타,2014,10,4,겨울,1799
태국,관광,2014,10,4,겨울,3452
태국,상용,2014,10,4,겨울,2611
태국,공용,2014,10,4,겨울,1689
태국,기타,2014,10,4,겨울,1713
중국,관광,2014,11,4,겨울,8500
중국,상용,2014,11,4,겨울,6388
중국,공용,2014,11,4,겨울,4339
중국,기타,2014,11,4,겨울,4302
일본,관광,2014,11,4,겨울,5675
일본,상용,2014,11,4,겨울,4318
일본,공용,2014,11,4,겨울,2986
일본,기타,2014,11,4,겨울,2814
미국,관광,2014,11,4,겨울,4341
미국,상용,2014,11,4,겨울,3226
미국,공용,2014,11,4,겨울,2179
미국,기타,2014,11,4,겨울,2231
베트남,관광,2014,11,4,겨울,2916
베트남,상용,2014,11,4,겨울,2181
베트남,공용,2014,11,4,겨울,1462
베트남,기타,2014,11,4,겨울,1482
태국,관광,2014,11,4,겨울,2882
태국,상용,2014,11,4,겨울,2166
태국,공용,2014,11,4,겨울,1448
태국,기타,2014,11,4,겨울,1458
중국,관광,2014,12,4,겨울,9230
중국,상용,2014,12,4,겨울,6781
중국,공용,2014,12,4,겨울,4519
중국,기타,2014,12,4,겨울,4596
일본,관광,2014,12,4,겨울,6078
일본,상용,2014,12,4,겨울,4581
일본,공용,2014,12,4,겨울,2977
일본,기타,2014,12,4,겨울,3116
미국,관광,2014,12,4,겨울,4611
미국,상용,2014,12,4,겨울,3333
미국,공용,2014,12,4,겨울,2269
미국,기타,2014,12,4,겨울,2404
베트남,관광,2014,12,4,겨울,3021
베트남,상용,2014,12,4,겨울,2259
베트남,공용,2014,12,4,겨울,1544
베트남,기타,2014,12,4,겨울,1550
태국,관광,2014,12,4,겨울,2919
태국,상용,2014,12,4,겨울,2263
태국,공용,2014,12,4,겨울,1521
태국,기타,2014,12,4,겨울,1484
중국,관광,2015,1,1,봄,7187
중국,상용,2015,1,1,봄,5439
중국,공용,2015,1,1,봄,3618
중국,기타,2015,1,1,봄,3631
일본,관광,2015,1,1,봄,4819
일본,상용,2015,1,1,봄,3546
일본,공용,2015,1,1,봄,2394
일본,기타,2015,1,1,봄,2338
미국,관광,2015,1,1,봄,3491
미국,상용,2015,1,1,봄,2677
미국,공용,2015,1,1,봄,1805
미국,기타,2015,1,1,봄,1773
베트남,관광,2015,1,1,봄,2356
베트남,상용,2015,1,1,봄,1826
베트남,공용,2015,1,1,봄,1187
베트남,기타,2015,1,1,봄,1233
태국,관광,2015,1,1,봄,2307
태국,상용,2015,1,1,봄,1770
태국,공용,2015,1,1,봄,1230
태국,기타,2015,1,1,봄,1240
중국,관광,2015,2,1,봄,7698
중국,상용,2015,2,1,봄,5585
중국,공용,2015,2,1,봄,3794
중국,기타,2015,2,1,봄,3876
일본,관광,2015,2,1,봄,5171
일본,상용,2015,2,1,봄,3816
일본,공용,2015,2,1,봄,2507
일본,기타,2015,2,1,봄,2566
미국,관광,2015,2,1,봄,3754
미국,상용,2015,2,1,봄,2879
미국,공용,2015,2,1,봄,1909
미국,기타,2015,2,1,봄,1922
베트남,관광,2015,2,1,봄,2560
베트남,상용,2015,2,1,봄,1915
베트남,공용,2015,2,1,봄,1245
베트남,기타,2015,2,1,봄,1255
태국,관광,2015,2,1,봄,2551
태국,상용,2015,2,1,봄,1880
태국,공용,2015,2,1,봄,1229
태국,기타,2015,2,1,봄,1321
중국,관광,2015,3,1,봄,9308
중국,상용,2015,3,1,봄,7170
중국,공용,2015,3,1,봄,4628
중국,기타,2015,3,1,봄,4801
일본,관광,2015,3,1,봄,6334
일본,상용,2015,3,1,봄,4730
일본,공용,2015,3,1,봄,3172
일본,기타,2015,3,1,봄,3140
미국,관광,2015,3,1,봄,4734
미국,상용,2015,3,1,봄,3577
미국,공용,2015,3,1,봄,2308
미국,기타,2015,3,1,봄,2304
베트남,관광,2015,3,1,봄,3154
베트남,상용,2015,3,1,봄,2291
베트남,공용,2015,3,1,봄,1626
베트남,기타,2015,3,1,봄,1589
태국,관광,2015,3,1,봄,3070
태국,상용,2015,3,1,봄,2327
태국,공용,2015,3,1,봄,1546
태국,기타,2015,3,1,봄,1658
중국,관광,2015,4,2,여름,10010
중국,상용,2015,4,2,여름,7303
중국,공용,2015,4,2,여름,4903
중국,기타,2015,4,2,여름,4900
일본,관광,2015,4,2,여름,6752
일본,상용,2015,4,2,여름,4991
일본,공용,2015,4,2,여름,3360
일본,기타,2015,4,2,여름,3324
미국,관광,2015,4,2,여름,5065
미국,상용,2015,4,2,여름,3554
미국,공용,2015,4,2,여름,2528
미국,기타,2015,4,2,여름,2469
베트남,관광,2015,4,2,여름,3288
베트남,상용,2015,4,2,여름,2566
베트남,공용,2015,4,2,여름,1627
베트남,기타,2015,4,2,여름,1633
태국,관광,2015,4,2,여름,3276
태국,상용,2015,4,2,여름,2498
태국,공용,2015,4,2,여름,1622
태국,기타,2015,4,2,여름,1596
중국,관광,2015,5,2,여름,9123
중국,상용,2015,5,2,여름,6738
중국,공용,2015,5,2,여름,4382
중국,기타,2015,5,2,여름,4570
일본,관광,2015,5,2,여름,5983
일본,상용,2015,5,2,여름,4590
일본,공용,2015,5,2,여름,3008
일본,기타,2015,5,2,여름,2918
미국,관광,2015,5,2,여름,4570
미국,상용,2015,5,2,여름,3365
미국,공용,2015,5,2,여름,2256
미국,기타,2015,5,2,여름,2287
베트남,관광,2015,5,2,여름,2945
베트남,상용,2015,5,2,여름,2202
베트남,공용,2015,5,2,여름,1510
베트남,기타,2015,5,2,여름,1508
태국,관광,2015,5,2,여름,2972
태국,상용,2015,5,2,여름,2263
태국,공용,2015,5,2,여름,1514
태국,기타,2015,5,2,여름,1528
중국,관광,2015,6,2,여름,8464
중국,상용,2015,6,2,여름,6307
중국,공용,2015,6,2,여름,4309
중국,기타,2015,6,2,여름,4208
일본,관광,2015,6,2,여름,5776
일본,상용,2015,6,2,여름,4297
일본,공용,2015,6,2,여름,2882
일본,기타,2015,6,2,여름,2737
미국,관광,2015,6,2,여름,4352
미국,상용,2015,6,2,여름,3229
미국,공용,2015,6,2,여름,2254
미국,기타,2015,6,2,여름,2148
베트남,관광,2015,6,2,여름,2884
베트남,상용,2015,6,2,여름,2100
베트남,공용,2015,6,2,여름,1488
베트남,기타,2015,6,2,여름,1379
태국,관광,2015,6,2,여름,2850
태국,상용,2015,6,2,여름,2082
태국,공용,2015,6,2,여름,1394
태국,기타,2015,6,2,여름,1445
중국,관광,2015,7,3,가을,9074
중국,상용,2015,7,3,가을,6738
중국,공용,2015,7,3,가을,4459
중국,기타,2015,7,3,가을,4512
일본,관광,2015,7,3,가을,6129
일본,상용,2015,7,3,가을,4599
일본,공용,2015,7,3,가을,3025
일본,기타,2015,7,3,가을,2993
미국,관광,2015,7,3,가을,4535
미국,상용,2015,7,3,가을,3317
미국,공용,2015,7,3,가을,2175
미국,기타,2015,7,3,가을,2180
베트남,관광,2015,7,3,가을,3051
베트남,상용,2015,7,3,가을,2189
베트남,공용,2015,7,3,가을,1463
베트남,기타,2015,7,3,가을,1540
태국,관광,2015,7,3,가을,3025
태국,상용,2015,7,3,가을,2275
태국,공용,2015,7,3,가을,1514
태국,기타,2015,7,3,가을,1556
중국,관광,2015,8,3,가을,10237
중국,상용,2015,8,3,가을,7693
중국,공용,2015,8,3,가을,5070
중국,기타,2015,8,3,가을,5291
일본,관광,2015,8,3,가을,6931
일본,상용,2015,8,3,가을,5162
일본,공용,2015,8,3,가을,3570
일본,기타,2015,8,3,가을,3528
미국,관광,2015,8,3,가을,5121
미국,상용,2015,8,3,가을,3838
미국,공용,2015,8,3,가을,2607
미국,기타,2015,8,3,가을,2550
베트남,관광,2015,8,3,가을,3471
베트남,상용,2015,8,3,가을,2641
베트남,공용,2015,8,3,가을,1743
베트남,기타,2015,8,3,가을,1736
태국,관광,2015,8,3,가을,3409
태국,상용,2015,8,3,가을,2551
태국,공용,2015,8,3,가을,1725
태국,기타,2015,8,3,가을,1841
중국,관광,2015,9,3,가을,9392
중국,상용,2015,9,3,가을,7030
중국,공용,2015,9,3,가을,4701
중국,기타,2015,9,3,가을,4751
일본,관광,2015,9,3,가을,6382
일본,상용,2015,9,3,가을,4597
일본,공용,2015,9,3,가을,3074
일본,기타,2015,9,3,가을,3253
미국,관광,2015,9,3,가을,4804
미국,상용,2015,9,3,가을,3581
미국,공용,2015,9,3,가을,2311
미국,기타,2015,9,3,가을,2382
베트남,관광,2015,9,3,가을,3127
베트남,상용,2015,9,3,가을,2412
베트남,공용,2015,9,3,가을,1612
베트남,기타,2015,9,3,가을,1631
태국,관광,2015,9,3,가을,3167
태국,상용,2015,9,3,가을,2351
태국,공용,2015,9,3,가을,1512
태국,기타,2015,9,3,가을,1627
중국,관광,2015,10,4,겨울,10706
중국,상용,2015,10,4,겨울,8052
중국,공용,2015,10,4,겨울,5487
중국,기타,2015,10,4,겨울,5380
일본,관광,2015,10,4,겨울,7097
일본,상용,2015,10,4,겨울,5391
일본,공용,2015,10,4,겨울,3639
일본,기타,2015,10,4,겨울,3642
미국,관광,2015,10,4,겨울,5474
미국,상용,2015,10,4,겨울,3992
미국,공용,2015,10,4,겨울,2719
미국,기타,2015,10,4,겨울,2687
베트남,관광,2015,10,4,겨울,3677
베트남,상용,2015,10,4,겨울,2692
베트남,공용,2015,10,4,겨울,1760
베트남,기타,2015,10,4,겨울,1798
태국,관광,2015,10,4,겨울,3611
태국,상용,2015,10,4,겨울,2750
태국,공용,2015,10,4,겨울,1828
태국,기타,2015,10,4,겨울,1799
중국,관광,2015,11,4,겨울,8990
중국,상용,2015,11,4,겨울,6886
중국,공용,2015,11,4,겨울,4656
중국,기타,2015,11,4,겨울,4525
일본,관광,2015,11,4,겨울,5899
일본,상용,2015,11,4,겨울,4398
일본,공용,2015,11,4,겨울,2992
일본,기타,2015,11,4,겨울,2952
미국,관광,2015,11,4,겨울,4482
미국,상용,2015,11,4,겨울,3411
미국,공용,2015,11,4,겨울,2252
미국,기타,2015,11,4,겨울,2220
베트남,관광,2015,11,4,겨울,2921
베트남,상용,2015,11,4,겨울,2200
베트남,공용,2015,11,4,겨울,1470
베트남,기타,2015,11,4,겨울,1533
태국,관광,2015,11,4,겨울,3018
태국,상용,2015,11,4,겨울,2167
태국,공용,2015,11,4,겨울,1488
태국,기타,2015,11,4,겨울,1521
중국,관광,2015,12,4,겨울,9372
중국,상용,2015,12,4,겨울,7066
중국,공용,2015,12,4,겨울,4693
중국,기타,2015,12,4,겨울,4761
일본,관광,2015,12,4,겨울,6205
일본,상용,2015,12,4,겨울,4787
일본,공용,2015,12,4,겨울,3118
일본,기타,2015,12,4,겨울,3197
미국,관광,2015,12,4,겨울,4705
미국,상용,2015,12,4,겨울,3528
미국,공용,2015,12,4,겨울,2360
미국,기타,2015,12,4,겨울,2440
베트남,관광,2015,12,4,겨울,3260
베트남,상용,2015,12,4,겨울,2407
베트남,공용,2015,12,4,겨울,1614
베트남,기타,2015,12,4,겨울,1550
태국,관광,2015,12,4,겨울,3023
태국,상용,2015,12,4,겨울,2368
태국,공용,2015,12,4,겨울,1592
태국,기타,2015,12,4,겨울,1679
중국,관광,2016,1,1,봄,7335
중국,상용,2016,1,1,봄,5594
중국,공용,2016,1,1,봄,3749
중국,기타,2016,1,1,봄,3713
일본,관광,2016,1,1,봄,4831
일본,상용,2016,1,1,봄,3720
일본,공용,2016,1,1,봄,2478
일본,기타,2016,1,1,봄,2501
미국,관광,2016,1,1,봄,3800
미국,상용,2016,1,1,봄,2793
미국,공용,2016,1,1,봄,1876
미국,기타,2016,1,1,봄,1902
베트남,관광,2016,1,1,봄,2474
베트남,상용,2016,1,1,봄,1805
베트남,공용,2016,1,1,봄,1245
베트남,기타,2016,1,1,봄,1232
태국,관광,2016,1,1,봄,2540
태국,상용,2016,1,1,봄,1791
태국,공용,2016,1,1,봄,1287
태국,기타,2016,1,1,봄,1263
중국,관광,2016,2,1,봄,7936
중국,상용,2016,2,1,봄,5998
중국,공용,2016,2,1,봄,3978
중국,기타,2016,2,1,봄,3992
일본,관광,2016,2,1,봄,5174
일본,상용,2016,2,1,봄,3969
일본,공용,2016,2,1,봄,2624
일본,기타,2016,2,1,봄,2665
미국,관광,2016,2,1,봄,3860
미국,상용,2016,2,1,봄,2966
미국,공용,2016,2,1,봄,1981
미국,기타,2016,2,1,봄,2028
베트남,관광,2016,2,1,봄,2631
베트남,상용,2016,2,1,봄,2028
베트남,공용,2016,2,1,봄,1307
베트남,기타,2016,2,1,봄,1317
태국,관광,2016,2,1,봄,2594
태국,상용,2016,2,1,봄,1974
태국,공용,2016,2,1,봄,1264
태국,기타,2016,2,1,봄,1399
중국,관광,2016,3,1,봄,9658
중국,상용,2016,3,1,봄,7275
중국,공용,2016,3,1,봄,4846
중국,기타,2016,3,1,봄,4893
일본,관광,2016,3,1,봄,6498
일본,상용,2016,3,1,봄,4858
일본,공용,2016,3,1,봄,3210
일본,기타,2016,3,1,봄,3300
미국,관광,2016,3,1,봄,4926
미국,상용,2016,3,1,봄,3648
미국,공용,2016,3,1,봄,2418
미국,기타,2016,3,1,봄,2395
베트남,관광,2016,3,1,봄,3200
베트남,상용,2016,3,1,봄,2420
베트남,공용,2016,3,1,봄,1606
베트남,기타,2016,3,1,봄,1574
태국,관광,2016,3,1,봄,3254
태국,상용,2016,3,1,봄,2528
태국,공용,2016,3,1,봄,1599
태국,기타,2016,3,1,봄,1599
중국,관광,2016,4,2,여름,10006
중국,상용,2016,4,2,여름,7756
중국,공용,2016,4,2,여름,5117
중국,기타,2016,4,2,여름,5031
일본,관광,2016,4,2,여름,6791
일본,상용,2016,4,2,여름,5123
일본,공용,2016,4,2,여름,3395
일본,기타,2016,4,2,여름,3433
미국,관광,2016,4,2,여름,5108
미국,상용,2016,4,2,여름,3747
미국,공용,2016,4,2,여름,2602
미국,기타,2016,4,2,여름,2559
베트남,관광,2016,4,2,여름,3431
베트남,상용,2016,4,2,여름,2569
베트남,공용,2016,4,2,여름,1612
베트남,기타,2016,4,2,여름,1663
태국,관광,2016,4,2,여름,3453
태국,상용,2016,4,2,여름,2494
태국,공용,2016,4,2,여름,1657
태국,기타,2016,4,2,여름,1673
중국,관광,2016,5,2,여름,9228
중국,상용,2016,5,2,여름,6953
중국,공용,2016,5,2,여름,4505
중국,기타,2016,5,2,여름,4500
일본,관광,2016,5,2,여름,6203
일본,상용,2016,5,2,여름,4662
일본,공용,2016,5,2,여름,3046
일본,기타,2016,5,2,여름,3115
미국,관광,2016,5,2,여름,4711
미국,상용,2016,5,2,여름,3413
미국,공용,2016,5,2,여름,2353
미국,기타,2016,5,2,여름,2352
베트남,관광,2016,5,2,여름,3056
베트남,상용,2016,5,2,여름,2281
베트남,공용,2016,5,2,여름,1574
베트남,기타,2016,5,2,여름,1618
태국,관광,2016,5,2,여름,3010
태국,상용,2016,5,2,여름,2290
태국,공용,2016,5,2,여름,1539
태국,기타,2016,5,2,여름,1550
중국,관광,2016,6,2,여름,8808
중국,상용,2016,6,2,여름,6695
중국,공용,2016,6,2,여름,4340
중국,기타,2016,6,2,여름,4393
일본,관광,2016,6,2,여름,5962
일본,상용,2016,6,2,여름,4352
일본,공용,2016,6,2,여름,2865
일본,기타,2016,6,2,여름,2992
미국,관광,2016,6,2,여름,4432
미국,상용,2016,6,2,여름,3322
미국,공용,2016,6,2,여름,2192
미국,기타,2016,6,2,여름,2228
베트남,관광,2016,6,2,여름,3014
베트남,상용,2016,6,2,여름,2290
베트남,공용,2016,6,2,여름,1477
베트남,기타,2016,6,2,여름,1503
태국,관광,2016,6,2,여름,2885
태국,상용,2016,6,2,여름,2240
태국,공용,2016,6,2,여름,1469
태국,기타,2016,6,2,여름,1454
중국,관광,2016,7,3,가을,9273
중국,상용,2016,7,3,가을,7004
중국,공용,2016,7,3,가을,4726
중국,기타,2016,7,3,가을,4557
일본,관광,2016,7,3,가을,6290
일본,상용,2016,7,3,가을,4610
일본,공용,2016,7,3,가을,3076
일본,기타,2016,7,3,가을,2993
미국,관광,2016,7,3,가을,4668
미국,상용,2016,7,3,가을,3444
미국,공용,2016,7,3,가을,2380
미국,기타,2016,7,3,가을,2376
베트남,관광,2016,7,3,가을,3145
베트남,상용,2016,7,3,가을,2281
베트남,공용,2016,7,3,가을,1600
베트남,기타,2016,7,3,가을,1502
태국,관광,2016,7,3,가을,3229
태국,상용,2016,7,3,가을,2387
태국,공용,2016,7,3,가을,1533
태국,기타,2016,7,3,가을,1576
중국,관광,2016,8,3,가을,10786
중국,상용,2016,8,3,가을,8017
중국,공용,2016,8,3,가을,5323
중국,기타,2016,8,3,가을,5321
일본,관광,2016,8,3,가을,7136
일본,상용,2016,8,3,가을,5318
일본,공용,2016,8,3,가을,3595
일본,기타,2016,8,3,가을,3525
미국,관광,2016,8,3,가을,5396
미국,상용,2016,8,3,가을,4038
미국,공용,2016,8,3,가을,2691
미국,기타,2016,8,3,가을,2680
베트남,관광,2016,8,3,가을,3463
베트남,상용,2016,8,3,가을,2792
베트남,공용,2016,8,3,가을,1778
베트남,기타,2016,8,3,가을,1787
태국,관광,2016,8,3,가을,3518
태국,상용,2016,8,3,가을,2617
태국,공용,2016,8,3,가을,1778
태국,기타,2016,8,3,가을,1750
중국,관광,2016,9,3,가을,9808
중국,상용,2016,9,3,가을,7304
중국,공용,2016,9,3,가을,4902
중국,기타,2016,9,3,가을,5003
일본,관광,2016,9,3,가을,6519
일본,상용,2016,9,3,가을,5032
일본,공용,2016,9,3,가을,3144
일본,기타,2016,9,3,가을,3210
미국,관광,2016,9,3,가을,4874
미국,상용,2016,9,3,가을,3637
미국,공용,2016,9,3,가을,2442
미국,기타,2016,9,3,가을,2465
베트남,관광,2016,9,3,가을,3366
베트남,상용,2016,9,3,가을,2396
베트남,공용,2016,9,3,가을,1657
베트남,기타,2016,9,3,가을,1639
태국,관광,2016,9,3,가을,3248
태국,상용,2016,9,3,가을,2449
태국,공용,2016,9,3,가을,1601
태국,기타,2016,9,3,가을,1562
중국,관광,2016,10,4,겨울,11240
중국,상용,2016,10,4,겨울,8369
중국,공용,2016,10,4,겨울,5567
중국,기타,2016,10,4,겨울,5620
일본,관광,2016,10,4,겨울,7359
일본,상용,2016,10,4,겨울,5543
일본,공용,2016,10,4,겨울,3722
일본,기타,2016,10,4,겨울,3578
미국,관광,2016,10,4,겨울,5671
미국,상용,2016,10,4,겨울,4123
미국,공용,2016,10,4,겨울,2773
미국,기타,2016,10,4,겨울,2832
베트남,관광,2016,10,4,겨울,3594
베트남,상용,2016,10,4,겨울,2780
베트남,공용,2016,10,4,겨울,1955
베트남,기타,2016,10,4,겨울,1830
태국,관광,2016,10,4,겨울,3760
태국,상용,2016,10,4,겨울,2862
태국,공용,2016,10,4,겨울,1897
태국,기타,2016,10,4,겨울,1866
중국,관광,2016,11,4,겨울,9173
중국,상용,2016,11,4,겨울,6917
중국,공용,2016,11,4,겨울,4695
중국,기타,2016,11,4,겨울,4668
일본,관광,2016,11,4,겨울,6045
일본,상용,2016,11,4,겨울,4636
일본,공용,2016,11,4,겨울,3188
일본,기타,2016,11,4,겨울,3118
미국,관광,2016,11,4,겨울,4475
미국,상용,2016,11,4,겨울,3446
미국,공용,2016,11,4,겨울,2433
미국,기타,2016,11,4,겨울,2373
베트남,관광,2016,11,4,겨울,3106
베트남,상용,2016,11,4,겨울,2418
베트남,공용,2016,11,4,겨울,1568
베트남,기타,2016,11,4,겨울,1567
태국,관광,2016,11,4,겨울,3135
태국,상용,2016,11,4,겨울,2327
태국,공용,2016,11,4,겨울,1553
태국,기타,2016,11,4,겨울,1560
중국,관광,2016,12,4,겨울,9800
중국,상용,2016,12,4,겨울,7241
중국,공용,2016,12,4,겨울,5042
중국,기타,2016,12,4,겨울,4867
일본,관광,2016,12,4,겨울,6534
일본,상용,2016,12,4,겨울,4865
일본,공용,2016,12,4,겨울,3420
일본,기타,2016,12,4,겨울,3234
미국,관광,2016,12,4,겨울,4822
미국,상용,2016,12,4,겨울,3605
미국,공용,2016,12,4,겨울,2438
미국,기타,2016,12,4,겨울,2359
베트남,관광,2016,12,4,겨울,3303
베트남,상용,2016,12,4,겨울,2501
